Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Low Fat	FDM32	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	88.183	3.6
Low Fat	NCM06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	153.9656	3.6
Low Fat	NCN18	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	113.3544	3.6
Low Fat	NCF07	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	102.0016	3.6
Low Fat	NCB43	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	188.6898	3.6
Low Fat	FDV15	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	102.3648	3.6
Low Fat	FDX34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	120.6098	3.6
Low Fat	DRJ24	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	185.3924	3.6
Regular	FDT14	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	121.844	3.6
Regular	FDT19	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	172.808	3.6
Regular	FDI34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	231.4668	3.6
Low Fat	DRH51	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	89.1856	3.6
Low Fat	FDU38	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	192.9504	3.6
Low Fat	FDB32	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	94.8778	3.6
Low Fat	FDS08	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	178.437	3.6
Low Fat	DRG23	Hard Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	151.2682	3.6
Low Fat	NCK18	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	164.1184	3.6
Low Fat	NCT42	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	151.0392	3.6
Low Fat	NCV30	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	62.351	3.6
Regular	FDL48	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	46.8034	3.6
Regular	FDA02	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	143.5786	3.6
Regular	FDR32	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	226.7694	3.6
Regular	FDZ39	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	103.499	3.6
Regular	FDI21	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	63.9168	3.6
Regular	FDO46	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	187.3872	3.6
Regular	FDW21	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	98.8358	3.6
Regular	FDI16	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	52.564	3.6
Regular	FDH17	Frozen Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	96.9726	3.5
Regular	FDV10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	42.3112	3.5
Low Fat	FDM20	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	246.9144	3.5
Low Fat	FDH35	Starchy Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	164.7526	3.5
Regular	FDI04	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	197.6426	3.5
Low Fat	NCD06	Household	2010	OUT046	Tier 1	Small	Supermarket Type1	45.406	3.5
Regular	FDB35	Starchy Foods	2000	OUT013	Tier 3	High	Supermarket Type1	92.9804	3.5
Low Fat	DRE49	Soft Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	153.0024	3.5
Low Fat	FDU55	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	260.6278	3.5
Low Fat	FDL27	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	66.3826	3.5
Low Fat	FDB27	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	195.2768	3.5
Low Fat	FDH19	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	175.4738	3.5
Regular	FDZ13	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	51.935	3.5
Low Fat	FDH57	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	133.6284	3.5
Regular	FDL52	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	39.7506	3.5
Low Fat	FDC15	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	156.7288	3.5
Regular	FDU21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	34.7558	3.5
Low Fat	FDL08	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	245.9144	3.5
Low Fat	NCQ05	Health and Hygiene	2000	OUT013	Tier 3	High	Supermarket Type1	151.6708	3.5
Low Fat	FDD58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	99.77	3.5
Low Fat	FDV45	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	186.4556	3.5
Low Fat	NCX42	Household	2000	OUT013	Tier 3	High	Supermarket Type1	164.5526	3.5
Low Fat	FDP19	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	128.1652	3.5
Regular	FDL38	Canned	1998	OUT019	Tier 1	Small	Grocery Store	88.4172	3.5
Low Fat	DRF23	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	172.8396	3.5
Low Fat	FDH12	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	105.128	3.5
Low Fat	FDM39	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	178.6002	3.5
Low Fat	NCC43	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	249.5066	3.5
Low Fat	NCP54	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	122.873	3.5
Low Fat	NCG30	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	124.4046	3.5
Low Fat	NCN07	Others	2012	OUT049	Tier 1	Medium	Supermarket Type1	129.9284	3.5
Low Fat	FDP34	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	157.663	3.5
Low Fat	DRD13	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	65.2168	3.5
Regular	FDR37	Breakfast	2012	OUT049	Tier 1	Medium	Supermarket Type1	181.2292	3.5
Regular	FDS16	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	147.876	3.5
Regular	FDF21	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	191.653	3.5
Regular	FDR19	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	147.6102	3.5
Regular	FDS33	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	90.0514	3.5
Regular	FDT33	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	168.7158	3.5
Regular	FDI10	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	173.5422	3.5
Low Fat	FDY52	Frozen Foods	1998	OUT019	Tier 1	Small	Grocery Store	59.3536	3.5
Low Fat	FDY09	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	173.8054	3.5
Regular	FDH31	Meat	1998	OUT019	Tier 1	Small	Grocery Store	98.2042	3.5
Regular	DRA24	Soft Drinks	1998	OUT019	Tier 1	Small	Grocery Store	163.2868	3.5
Low Fat	FDO24	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	158.8604	3.5
Low Fat	FDL04	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	106.5622	3.5
Low Fat	FDZ44	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	117.1808	3.5
Low Fat	FDA56	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	123.1414	3.5
Low Fat	DRN47	Hard Drinks	2010	OUT046	Tier 1	Small	Supermarket Type1	179.166	3.5
Low Fat	NCA17	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	148.8392	3.5
Low Fat	NCL07	Others	2010	OUT046	Tier 1	Small	Supermarket Type1	41.048	3.5
Low Fat	FDM46	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	94.712	3.5
Regular	FDT24	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	76.2328	3.5
Regular	FDX35	Breads	2010	OUT046	Tier 1	Small	Supermarket Type1	228.2036	3.5
Regular	FDL02	Canned	2010	OUT046	Tier 1	Small	Supermarket Type1	107.4622	3.5
Regular	FDT52	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	245.8144	3.5
Regular	FDN16	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	102.199	3.5
Regular	FDA28	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	127.4362	3.5
Regular	FDW55	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	248.6092	3.5
Regular	FDG58	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	156.1972	3.5
Low Fat	FDV32	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	64.751	3.5
Low Fat	FDP04	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	65.2168	3.5
Low Fat	FDG45	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	210.4902	3.5
Low Fat	FDS20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	181.5292	3.5
Low Fat	FDN31	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	187.953	3.5
Low Fat	FDC44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	114.1518	3.5
Low Fat	DRH36	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	73.9696	3.5
Low Fat	DRF37	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	263.591	3.5
Low Fat	FDS35	Breads	2020	OUT017	Tier 2	Small	Supermarket Type1	64.6826	3.5
Low Fat	FDG50	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	92.4146	3.5
Low Fat	FDF14	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	151.934	3.5
Low Fat	FDN02	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	208.2638	3.5
Low Fat	FDX19	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	232.6958	3.5
Low Fat	DRN59	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	47.306	3.5
Low Fat	NCB54	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	126.2336	3.5
Low Fat	NCK53	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	99.3042	3.5
Low Fat	NCB19	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	86.4882	3.5
Low Fat	NCU18	Household	2020	OUT017	Tier 2	High	Supermarket Type1	140.5496	3.5
Low Fat	NCW06	Household	2020	OUT017	Tier 2	High	Supermarket Type1	193.1162	3.5
Low Fat	NCN14	Others	2020	OUT017	Tier 2	High	Supermarket Type1	185.2608	3.5
Low Fat	FDZ58	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	123.7072	3.5
Low Fat	DRJ37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	150.4024	3.5
Regular	FDU19	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	170.5422	3.5
Regular	FDT56	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	56.0246	3.5
Regular	FDX46	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	58.7562	3.5
Regular	DRZ11	Soft Drinks	2015	OUT045	Tier 2	High	Supermarket Type1	123.3388	3.5
Regular	FDE35	Starchy Foods	2015	OUT045	Tier 2	High	Supermarket Type1	60.2904	3.5
Regular	FDI48	Baking Goods	2020	OUT017	Tier 2	High	Supermarket Type1	51.4666	3.5
Regular	FDP01	Breakfast	2020	OUT017	Tier 2	High	Supermarket Type1	151.7682	3.5
Regular	FDH40	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	81.7276	3.5
Regular	FDP52	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	228.601	3.5
Regular	FDG56	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	63.2536	3.5
Regular	FDZ51	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	96.9094	3.5
low fat	NCI54	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	109.6912	3.5
Regular	FDW04	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	131.531	3.5
Low Fat	FDY59	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	91.3462	3.5
Low Fat	FDY48	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	104.3332	3.5
Low Fat	FDW01	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	153.4682	3.5
Low Fat	FDG53	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	138.518	3.5
Low Fat	FDB32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	93.9778	3.5
Low Fat	NCP43	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	180.566	3.5
Low Fat	NCI31	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	37.819	3.5
Low Fat	FDF22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	212.6218	3.5
Low Fat	FDT34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	106.7964	3.5
Low Fat	FDJ46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	174.4054	3.5
Low Fat	DRC49	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	145.8128	3.5
Low Fat	FDZ34	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	192.082	3.5
Low Fat	FDA22	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	168.6158	3.5
Low Fat	FDG47	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	261.9252	3.5
Regular	FDR37	Breakfast	2017	OUT035	Tier 2	Small	Supermarket Type1	183.1292	3.5
Regular	FDX46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	60.4562	3.5
Low Fat	FDS12	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	126.8362	3.5
Low Fat	FDG50	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	89.7146	3.5
Low Fat	FDP25	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	216.7824	3.5
Low Fat	FDA15	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	248.9092	3.5
Low Fat	FDI56	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	92.2146	3.5
Low Fat	DRD25	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	115.086	3.5
Low Fat	DRJ24	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	184.3924	3.5
Regular	FDP59	Breads	2011	OUT010	Tier 3	High	Grocery Store	104.5648	3.5
Regular	FDA07	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	122.6072	3.5
Regular	FDU33	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	45.1402	3.5
Regular	FDV34	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	73.0038	3.5
Low Fat	DRF15	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	151.934	3.5
Low Fat	FDX09	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	177.737	3.5
Low Fat	FDH41	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	214.5534	3.5
Low Fat	FDN31	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	191.253	3.5
Low Fat	DRK47	Hard Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	230.2694	3.5
Low Fat	NCK54	Household	2000	OUT013	Tier 3	High	Supermarket Type1	117.615	3.5
Low Fat	NCG18	Household	2000	OUT013	Tier 3	High	Supermarket Type1	101.6332	3.5
Low Fat	FDC58	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	43.8428	3.5
Low Fat	FDA45	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	175.737	3.5
Low Fat	DRF37	Soft Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	261.591	3.5
Regular	FDM36	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	170.4422	3.5
Regular	FDB37	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	240.7538	3.5
Regular	FDY38	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	231.23	3.5
Regular	FDA02	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	143.0786	3.5
Regular	FDK08	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	100.1016	3.5
low fat	FDJ22	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	189.7504	3.5
Low Fat	FDF02	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	101.299	3.5
Low Fat	FDF41	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	245.846	3.5
Low Fat	FDG04	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	185.0898	3.5
Low Fat	FDC56	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	121.744	3.5
Low Fat	DRK47	Hard Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	230.2694	3.5
Low Fat	NCV53	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	238.188	3.5
Low Fat	NCN30	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	98.141	3.5
Low Fat	NCO42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	146.7102	3.5
Low Fat	FDA34	Starchy Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	173.908	3.5
Low Fat	FDG47	Starchy Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	261.3252	3.5
Regular	FDI60	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	62.951	3.5
Regular	FDF24	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	83.1934	3.5
Regular	FDG20	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	178.4028	3.5
Regular	FDG09	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	187.1556	3.5
Regular	FDE10	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	130.5626	3.5
Low Fat	FDV23	Breads	1998	OUT027	Tier 3	Medium	Supermarket Type3	125.7046	3.5
Low Fat	FDX13	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	249.1092	3.5
Low Fat	FDD51	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	45.2744	3.5
Low Fat	FDY50	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	88.7172	3.5
Low Fat	FDE32	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	39.6506	3.5
Low Fat	FDG44	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	55.7298	3.5
Low Fat	FDL44	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	162.7894	3.5
Low Fat	NCO41	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	96.9384	3.5
Low Fat	NCU29	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	144.476	3.5
Low Fat	NCD55	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	42.4454	3.5
Low Fat	NCG54	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	172.3106	3.5
Low Fat	FDK33	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	213.456	3.5
Low Fat	DRG01	Soft Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	74.767	3.5
Low Fat	DRH01	Soft Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	172.8738	3.5
Regular	FDW60	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	177.037	3.5
Regular	FDZ50	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	184.2608	3.5
Regular	FDA52	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	177.037	3.5
Regular	FDG10	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	57.2588	3.5
Low Fat	FDN15	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	141.618	3.4
Low Fat	FDP33	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	256.6672	3.4
Low Fat	NCW29	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	130.431	3.4
Low Fat	FDX25	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	181.2292	3.4
Low Fat	FDQ56	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	84.8908	3.4
Regular	FDM24	Baking Goods	2015	OUT045	Tier 2	Small	Supermarket Type1	151.3366	3.4
Low Fat	FDB44	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	209.2586	3.4
Regular	FDZ23	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	185.424	3.4
Low Fat	DRJ39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	219.3482	3.4
Low Fat	FDT38	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	83.3566	3.4
Low Fat	DRD27	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	97.4042	3.4
Low Fat	FDX44	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	89.4172	3.4
Low Fat	FDX19	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	233.5958	3.4
Low Fat	NCO42	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	144.1102	3.4
Low Fat	FDF59	Starchy Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	125.702	3.4
Regular	FDE04	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	179.866	3.4
Regular	DRZ11	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	122.0388	3.4
Low Fat	DRL59	Hard Drinks	1998	OUT019	Tier 1	Small	Grocery Store	54.2298	3.4
Low Fat	FDO57	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	159.4578	3.4
Regular	FDU45	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	112.3518	3.4
Low Fat	FDJ48	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	247.8118	3.4
Low Fat	NCK29	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	121.973	3.4
Low Fat	FDV39	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	199.3426	3.4
Low Fat	FDV55	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	145.1444	3.4
Regular	FDA35	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	120.8072	3.4
Regular	FDZ57	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	127.2994	3.4
Regular	FDO49	Breakfast	2010	OUT046	Tier 1	Small	Supermarket Type1	49.7008	3.4
Low Fat	DRL47	Hard Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	124.2362	3.4
Low Fat	NCM26	Others	2020	OUT017	Tier 2	Medium	Supermarket Type1	154.134	3.4
Low Fat	FDS13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	264.1884	3.4
Low Fat	FDF52	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	184.2292	3.4
Low Fat	FDC20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	57.2272	3.4
Low Fat	DRI11	Hard Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	117.0834	3.4
Low Fat	DRO35	Hard Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	116.1492	3.4
Low Fat	NCA42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	159.6604	3.4
Low Fat	FDL27	Meat	2015	OUT045	Tier 2	Small	Supermarket Type1	65.6826	3.4
Low Fat	FDT03	Meat	2015	OUT045	Tier 2	Small	Supermarket Type1	184.6608	3.4
Low Fat	FDY21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	196.511	3.4
Low Fat	FDB15	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	262.2568	3.4
Low Fat	DRH01	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	171.7738	3.4
Regular	FDN23	Breads	2015	OUT045	Tier 2	High	Supermarket Type1	145.4444	3.4
Regular	FDN38	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	251.1408	3.4
Regular	FDA01	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	57.5904	3.4
Regular	FDB14	Canned	2015	OUT045	Tier 2	High	Supermarket Type1	93.212	3.4
Regular	FDS33	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	88.9514	3.4
Regular	FDU57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	148.7708	3.4
Regular	FDJ38	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	191.653	3.4
Regular	FDH14	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	138.6838	3.4
Regular	FDV16	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	34.5558	3.4
Low Fat	NCB19	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	86.7882	3.4
Low Fat	FDD11	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	254.704	3.4
Low Fat	NCR29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	57.393	3.4
Low Fat	NCM54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	129.1678	3.4
Low Fat	DRB24	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	156.4656	3.4
Low Fat	DRE49	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	153.0024	3.4
Regular	FDC16	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	86.054	3.4
Low Fat	FDW47	Breads	2011	OUT010	Tier 3	Medium	Grocery Store	121.8414	3.4
Low Fat	DRO47	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	112.486	3.4
Low Fat	NCK53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	100.4042	3.4
Low Fat	FDY21	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	197.211	3.4
Regular	FDS56	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	262.1252	3.4
Low Fat	FDX23	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	94.4436	3.4
Low Fat	FDF12	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	147.6076	3.4
Low Fat	FDS13	Canned	2000	OUT013	Tier 3	High	Supermarket Type1	266.1884	3.4
Low Fat	FDS20	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	183.8292	3.4
Low Fat	FDU08	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	101.2042	3.4
Low Fat	NCS17	Health and Hygiene	2000	OUT013	Tier 3	High	Supermarket Type1	93.4436	3.4
Low Fat	FDW45	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	148.6418	3.4
Low Fat	DRH36	Soft Drinks	2000	OUT013	Tier 3	High	Supermarket Type1	73.4696	3.4
